training-example,training-instance-global,training-instance-local,token,label:thematic,label:token
14,199,1,No,meta:no-remarks,t:meta:NO_REMARKS
14,200,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
14,201,3,END,END,END
15,202,0,START,START,START
15,203,1,No,meta:no-remarks,t:meta:NO_REMARKS
15,204,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
15,205,3,END,END,END
16,206,0,START,START,START
16,207,1,No,meta:no-remarks,t:meta:NO_REMARKS
16,208,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
16,209,3,END,END,END
17,210,0,START,START,START
17,211,1,No,meta:no-remarks,t:meta:NO_REMARKS
17,212,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
17,213,3,END,END,END
18,214,0,START,START,START
18,215,1,No,meta:no-remarks,t:meta:NO_REMARKS
18,216,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
18,217,3,END,END,END
19,218,0,START,START,START
19,219,1,No,meta:no-remarks,t:meta:NO_REMARKS
19,220,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
19,221,3,END,END,END
20,222,0,START,START,START
20,223,1,No,meta:no-remarks,t:meta:NO_REMARKS
20,224,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
20,225,3,END,END,END
21,226,0,START,START,START
21,227,1,No,meta:no-remarks,t:meta:NO_REMARKS
21,228,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
21,229,3,END,END,END
22,230,0,START,START,START
22,231,1,No,meta:no-remarks,t:meta:NO_REMARKS
22,232,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
22,233,3,END,END,END
23,234,0,START,START,START
23,235,1,Lives,subj:residence-info,t:residential:LIVES_WITH
23,236,2,with,subj:residence-info,t:residential:LIVES_WITH
23,237,3,Mr,subj:residence-info,t:person:NAME
23,238,4,Cabinshan,subj:residence-info,t:person:NAME
23,239,5,END,END,END
24,240,0,START,START,START
24,241,1,No,meta:no-remarks,t:meta:NO_REMARKS
24,242,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
24,243,3,END,END,END
25,244,0,START,START,START
25,245,1,Mrs,subj:name,t:person:NAME
25,246,2,Bridget,subj:name,t:person:NAME
25,247,3,Rodgers,subj:name,t:person:NAME
25,248,4,END,END,END
26,249,0,START,START,START
26,250,1,No,meta:no-remarks,t:meta:NO_REMARKS
26,251,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
26,252,3,END,END,END
27,253,0,START,START,START
27,254,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
27,255,2,of,subj:native-of,t:rel:IS_NATIVE_OF
27,256,3,Craughwell,subj:native-of,t:location:NAME
27,257,4,",",subj:native-of,t:location:NAME
27,258,5,Co,subj:native-of,t:location:NAME
27,259,6,Galway,subj:native-of,t:location:NAME
27,260,7,",",subj:native-of,t:location:NAME
27,261,8,Ire,subj:native-of,t:location:NAME
27,262,9,-,delimiter:thematic,delimiter:thematic
27,263,10,Arr,subj:emigration-event,t:emigration:ARRIVED
27,264,11,NY,subj:emigration-event,t:location:NAME
27,265,12,perMay,subj:emigration-event,t:time:MONTH
27,266,13,1849,subj:emigration-event,t:time:YEAR
27,267,14,",",subj:emigration-event,t:DELIMITER
27,268,15,per,subj:emigration-event,t:emigration:VIA
27,269,16,Sea,subj:emigration-event,t:emigration:VESSEL
27,270,17,Bird,subj:emigration-event,t:emigration:VESSEL
27,271,18,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
27,272,19,Galway,subj:emigration-event,t:location:NAME
27,273,20,",",delimiter:thematic,delimiter:thematic
27,274,21,Fa,fam:parents,t:person:FATHER
27,275,22,dead,fam:parents,t:person:IS_DEAD
27,276,23,Wm,fam:parents,t:person:NAME
27,277,24,Sullivan,fam:parents,t:person:NAME
27,278,25,",",fam:parents,t:DELIMITER
27,279,26,Mo,fam:parents,t:person:MOTHER
27,280,27,Ellen,fam:parents,t:person:NAME
27,281,28,Donnelly,fam:parents,t:person:NAME
27,282,29,",",delimiter:thematic,delimiter:thematic
27,283,30,Has,fam:siblings,t:rel:HAS
27,284,31,5,fam:siblings,t:person:NUMBER
27,285,32,Bros,fam:siblings,t:person:BROTHERS
27,286,33,&,fam:siblings,t:DELIMITER
27,287,34,1,fam:siblings,t:person:NUMBER
27,288,35,Sister,fam:siblings,t:person:SISTERS
27,289,36,Mary,fam:siblings,t:person:NAME
27,290,37,",",fam:siblings,t:person:NAME
27,291,38,Catherine,fam:siblings,t:person:NAME
27,292,39,Same,meta:record-reference,t:meta:IS_SAME_AS
27,293,40,as,meta:record-reference,t:meta:IS_SAME_AS
27,294,41,8720,meta:record-reference,t:meta:ACCOUNT_NUMBER
27,295,42,",",delimiter:thematic,delimiter:thematic
27,296,43,lives,subj:residence-info,t:residential:LIVES_WITH
27,297,44,with,subj:residence-info,t:residential:LIVES_WITH
27,298,45,her,subj:residence-info,t:residential:LIVES_WITH
27,299,46,Son,subj:residence-info,t:person:SON
27,300,47,",",delimiter:thematic,delimiter:thematic
27,301,48,She,subj:native-of,t:subj:IS_WOMAN
27,302,49,is,subj:native-of,t:rel:IS_NATIVE_OF
27,303,50,a,subj:native-of,t:rel:IS_NATIVE_OF
27,304,51,Nat,subj:native-of,t:rel:IS_NATIVE_OF
27,305,52,of,subj:native-of,t:rel:IS_NATIVE_OF
27,306,53,Craughwell,subj:native-of,t:location:NAME
27,307,54,",",subj:native-of,t:location:NAME
27,308,55,Co,subj:native-of,t:location:NAME
27,309,56,Galway,subj:native-of,t:location:NAME
27,310,57,",",subj:native-of,t:location:NAME
27,311,58,re,subj:native-of,t:location:NAME
27,312,59,Arrived,subj:emigration-event,t:emigration:ARRIVED
27,313,60,NY,subj:emigration-event,t:location:NAME
27,314,61,May,subj:emigration-event,t:time:MONTH
27,315,62,,subj:emigration-event,t:time:MONTH
27,316,63,49,subj:emigration-event,t:time:YEAR
27,317,64,per,subj:emigration-event,t:emigration:VIA
27,318,65,ship,subj:emigration-event,t:emigration:VIA
27,319,66,Sea,subj:emigration-event,t:emigration:VESSEL
27,320,67,Bird,subj:emigration-event,t:emigration:VESSEL
27,321,68,from,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
27,322,69,Galway,subj:emigration-event,t:location:NAME
27,323,70,END,END,END
28,324,0,START,START,START
28,325,1,Account,account:note,t:meta:ACCOUNT_CLOSED
28,326,2,Closed,account:note,t:meta:ACCOUNT_CLOSED
28,327,3,to,account:note,t:meta:ACCOUNT_CLOSED
28,328,4,Surplus,account:note,t:meta:ACCOUNT_CLOSED
28,329,5,Oct,account:note,t:time:MONTH
28,330,6,28,account:note,t:time:DATE
28,331,7,",",account:note,t:DELIMITER
28,332,8,1913,account:note,t:time:YEAR
28,333,9,END,END,END
29,334,0,START,START,START
29,335,1,Wife,subj:marital-status,t:rel:HAS_HUSBAND
29,336,2,of,subj:marital-status,t:rel:HAS_HUSBAND
29,337,3,Patrick,subj:marital-status,t:person:NAME
29,338,4,Murray,subj:marital-status,t:person:NAME
29,339,5,Co,subj:marital-status,t:person:NAME
29,340,6,END,END,END
30,341,0,START,START,START
30,342,1,Former,subj:residence-info,t:residential:FORMERLY_LOCATED_AT
30,343,2,residence,subj:residence-info,t:residential:FORMERLY_LOCATED_AT
30,344,3,",",subj:residence-info,t:DELIMITER
30,345,4,Tuttletown,subj:residence-info,t:location:NAME
30,346,5,",",subj:residence-info,t:location:NAME
30,347,6,Ulster,subj:residence-info,t:location:NAME
30,348,7,Co,subj:residence-info,t:location:NAME
30,349,8,.,subj:residence-info,t:location:NAME
30,350,9,NY,subj:residence-info,t:location:NAME
30,351,10,[,meta:parenthetical,meta:parenthetical
30,352,11,Dutchess,meta:parenthetical,meta:parenthetical
30,353,12,Co,meta:parenthetical,meta:parenthetical
30,354,13,",",meta:parenthetical,meta:parenthetical
30,355,14,Sow,meta:parenthetical,meta:parenthetical
30,356,15,Pt,meta:parenthetical,meta:parenthetical
30,357,16,Landing,meta:parenthetical,meta:parenthetical
30,358,17,],meta:parenthetical,meta:parenthetical
30,359,18,END,END,END
31,360,0,START,START,START
31,361,1,No,meta:no-remarks,t:meta:NO_REMARKS
31,362,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
31,363,3,END,END,END
32,364,0,START,START,START
32,365,1,Per,subj:emigration-event,t:emigration:VIA
32,366,2,ship,subj:emigration-event,t:emigration:VIA
32,367,3,Republic,subj:emigration-event,t:emigration:VESSEL
32,368,4,Nov,subj:emigration-event,t:time:MONTH
32,369,5,1846,subj:emigration-event,t:time:YEAR
32,370,6,From,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
32,371,7,L,subj:emigration-event,t:location:NAME
32,372,8,,subj:emigration-event,t:location:NAME
32,373,9,Pool,subj:emigration-event,t:location:NAME
32,374,10,-,delimiter:thematic,delimiter:thematic
32,375,11,Clerk,subj:occupation,t:work:OCCUPATION
32,376,12,in,subj:occupation,t:work:OCCUPATION
32,377,13,Emigrant,subj:occupation,t:work:OCCUPATION
32,378,14,Society,subj:occupation,t:work:OCCUPATION
32,379,15,END,END,END
33,380,0,START,START,START
33,381,1,No,meta:no-remarks,t:meta:NO_REMARKS
33,382,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
33,383,3,[,meta:parenthetical,meta:parenthetical
33,384,4,Watchman,meta:parenthetical,meta:parenthetical
33,385,5,in,meta:parenthetical,meta:parenthetical
33,386,6,Public,meta:parenthetical,meta:parenthetical
33,387,7,Store,meta:parenthetical,meta:parenthetical
33,388,8,],meta:parenthetical,meta:parenthetical
33,389,9,END,END,END
34,390,0,START,START,START
34,391,1,No,meta:no-remarks,t:meta:NO_REMARKS
34,392,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
34,393,3,END,END,END
35,394,0,START,START,START
35,395,1,No,meta:no-remarks,t:meta:NO_REMARKS
35,396,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
35,397,3,[,meta:parenthetical,meta:parenthetical
35,398,4,Morroco,meta:parenthetical,meta:parenthetical
35,399,5,Dresser,meta:parenthetical,meta:parenthetical
35,400,6,",",meta:parenthetical,meta:parenthetical
35,401,7,Beamis,meta:parenthetical,meta:parenthetical
35,402,8,Frank,meta:parenthetical,meta:parenthetical
35,403,9,],meta:parenthetical,meta:parenthetical
35,404,10,END,END,END
36,405,0,START,START,START
36,406,1,Native,subj:native-of,t:rel:IS_NATIVE_OF
36,407,2,of,subj:native-of,t:rel:IS_NATIVE_OF
36,408,3,Ireland,subj:native-of,t:location:NAME
36,409,4,&,delimiter:thematic,t:DELIMITER
36,410,5,Single,subj:marital-status,t:person:IS_SINGLE
36,411,6,",",delimiter:thematic,t:DELIMITER
36,412,7,[,meta:parenthetical,meta:parenthetical
36,413,8,Patrick,meta:parenthetical,meta:parenthetical
36,414,9,is,meta:parenthetical,meta:parenthetical
36,415,10,a,meta:parenthetical,meta:parenthetical
36,416,11,Gardener,meta:parenthetical,meta:parenthetical
36,417,12,&,meta:parenthetical,meta:parenthetical
36,418,13,lives,meta:parenthetical,meta:parenthetical
36,419,14,at,meta:parenthetical,meta:parenthetical
36,420,15,Pavonia,meta:parenthetical,meta:parenthetical
36,421,16,Housein,meta:parenthetical,meta:parenthetical
36,422,17,Jersey,meta:parenthetical,meta:parenthetical
36,423,18,City,meta:parenthetical,meta:parenthetical
36,424,19,],meta:parenthetical,meta:parenthetical
36,425,20,END,END,END
37,426,0,START,START,START
37,427,1,No,meta:no-remarks,t:meta:NO_REMARKS
37,428,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
37,429,3,END,END,END
38,430,0,START,START,START
38,431,1,No,meta:no-remarks,t:meta:NO_REMARKS
38,432,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
38,433,3,-,delimiter:thematic,delimiter:thematic
38,434,4,see,meta:record-reference,t:meta:SEE
38,435,5,39,meta:record-reference,t:meta:ACCOUNT_NUMBER
38,436,6,",",meta:record-reference,t:DELIMITER
38,437,7,1177,meta:record-reference,t:meta:ACCOUNT_NUMBER
38,438,8,",",meta:record-reference,t:DELIMITER
38,439,9,4512,meta:record-reference,t:meta:ACCOUNT_NUMBER
38,440,10,END,END,END
39,441,0,START,START,START
39,442,1,No,meta:no-remarks,t:meta:NO_REMARKS
39,443,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
39,444,3,-,delimiter:thematic,delimiter:thematic
39,445,4,see,meta:record-reference,t:meta:SEE
39,446,5,12282,meta:record-reference,t:meta:ACCOUNT_NUMBER
39,447,6,END,END,END
40,448,0,START,START,START
40,449,1,Native,subj:native-of,t:rel:IS_NATIVE_OF
40,450,2,of,subj:native-of,t:rel:IS_NATIVE_OF
40,451,3,Germany,subj:native-of,t:location:NAME
40,452,4,END,END,END
41,453,0,START,START,START
41,454,1,No,meta:no-remarks,t:meta:NO_REMARKS
41,455,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
41,456,3,END,END,END
42,457,0,START,START,START
42,458,1,No,meta:no-remarks,t:meta:NO_REMARKS
42,459,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
42,460,3,END,END,END
43,461,0,START,START,START
43,462,1,Now,subj:residence-info,t:residential:CURRENTLY_LIVING_AT
43,463,2,living,subj:residence-info,t:residential:CURRENTLY_LIVING_AT
43,464,3,in,subj:residence-info,t:residential:CURRENTLY_LIVING_AT
43,465,4,Cedar,subj:residence-info,t:location:NAME
43,466,5,St,subj:residence-info,t:location:NAME
43,467,6,-,subj:residence-info,t:DELIMITER
43,468,7,Had,subj:residence-info,t:residential:LIVES_WITH
43,469,8,a,subj:residence-info,t:residential:LIVES_WITH
43,470,9,Brother,subj:residence-info,t:person:BROTHERS
43,471,10,living,subj:residence-info,t:residential:LIVES_WITH
43,472,11,with,subj:residence-info,t:residential:LIVES_WITH
43,473,12,him,subj:residence-info,t:residential:LIVES_WITH
43,474,13,END,END,END
44,475,0,START,START,START
44,476,1,19,subj:age,t:person:AGE_YEAR
44,477,2,yrs,subj:age,t:person:AGE
44,478,3,old,subj:age,t:person:AGE
44,479,4,-,delimiter:thematic,delimiter:thematic
44,480,5,Lived,subj:residence-info,t:residential:LIVED_WITH
44,481,6,with,subj:residence-info,t:residential:LIVED_WITH
44,482,7,Mrs,subj:residence-info,t:person:NAME
44,483,8,Sutton,subj:residence-info,t:person:NAME
44,484,9,END,END,END
45,485,0,START,START,START
45,486,1,Husbands,fam:spouse,t:rel:HAS_HUSBAND
45,487,2,name,fam:spouse,t:rel:HAS_HUSBAND
45,488,3,Jacob,fam:spouse,t:person:NAME
45,489,4,S,fam:spouse,t:person:NAME
45,490,5,Brouwer,fam:spouse,t:person:NAME
45,491,6,-,delimiter:thematic,delimiter:thematic
45,492,7,Farmer,subj:occupation,t:work:OCCUPATION
45,493,8,END,END,END
46,494,0,START,START,START
46,495,1,No,meta:no-remarks,t:meta:NO_REMARKS
46,496,2,Remarks,meta:no-remarks,t:meta:NO_REMARKS
46,497,3,[,meta:parenthetical,meta:parenthetical
46,498,4,Broadway,meta:parenthetical,meta:parenthetical
46,499,5,350,meta:parenthetical,meta:parenthetical
46,500,6,at,meta:parenthetical,meta:parenthetical
46,501,7,the,meta:parenthetical,meta:parenthetical
46,502,8,Carlton,meta:parenthetical,meta:parenthetical
46,503,9,House,meta:parenthetical,meta:parenthetical
46,504,10,],meta:parenthetical,meta:parenthetical
46,505,11,END,END,END
47,506,0,START,START,START
47,507,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
47,508,2,of,subj:native-of,t:rel:IS_NATIVE_OF
47,509,3,Hohnherst,subj:native-of,t:location:NAME
47,510,4,",",subj:native-of,t:location:NAME
47,511,5,Hessencastle,subj:native-of,t:location:NAME
47,512,6,",",subj:native-of,t:location:NAME
47,513,7,Ger,subj:native-of,t:location:NAME
47,514,8,-,delimiter:thematic,delimiter:thematic
47,515,9,Arr,subj:emigration-event,t:emigration:ARRIVED
47,516,10,Sept,subj:emigration-event,t:time:MONTH
47,517,11,1851,subj:emigration-event,t:time:YEAR
47,518,12,per,subj:emigration-event,t:emigration:VIA
47,519,13,Emma,subj:emigration-event,t:emigration:VESSEL
47,520,14,from,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
47,521,15,Brem,subj:emigration-event,t:location:NAME
47,522,16,",",delimiter:thematic,delimiter:thematic
47,523,17,Fa,fam:parents,t:person:FATHER
47,524,18,d,fam:parents,t:person:IS_DEAD
47,525,19,Henry,fam:parents,t:person:NAME
47,526,20,Glade,fam:parents,t:person:NAME
47,527,21,",",fam:parents,t:DELIMITER
47,528,22,Mo,fam:parents,t:person:MOTHER
47,529,23,living,fam:parents,t:person:IS_LIVING
47,530,24,Sophia,fam:parents,t:person:NAME
47,531,25,Richas,fam:parents,t:person:NAME
47,532,26,",",delimiter:thematic,delimiter:thematic
47,533,27,3,fam:siblings,t:person:NUMBER
47,534,28,Bro,fam:siblings,t:person:BROTHERS
47,535,29,",",fam:siblings,t:DELIMITER
47,536,30,John,fam:siblings,t:person:NAME
47,537,31,Philip,fam:siblings,t:person:NAME
47,538,32,[,meta:parenthetical,meta:parenthetical
47,539,33,dep,meta:parenthetical,meta:parenthetical
47,540,34,2575,meta:parenthetical,meta:parenthetical
47,541,35,],meta:parenthetical,meta:parenthetical
47,542,36,&,fam:siblings,t:DELIMITER
47,543,37,Herman,fam:siblings,t:person:NAME
47,544,38,Otto,fam:siblings,t:person:NAME
47,545,39,[,meta:parenthetical,meta:parenthetical
47,546,40,dep,meta:parenthetical,meta:parenthetical
47,547,41,4613,meta:parenthetical,meta:parenthetical
47,548,42,],meta:parenthetical,meta:parenthetical
47,549,43,in,fam:siblings,t:person:LOCATED_IN
47,550,44,US,fam:siblings,t:location:NAME
47,551,45,",",fam:siblings,t:DELIMITER
47,552,46,1,fam:siblings,t:person:NUMBER
47,553,47,Christopher,fam:siblings,t:person:NAME
